ISBN,Book_Title,Book_Author,Image_URL_L,Book_Rating,Total_Votes,Avg_rating,Price
0812505018,The Secret Garden,Frances Hodgson Burnett,http://images.amazon.com/images/P/0812505018.01.LZZZZZZZ.jpg,0.0,79,4.2,$89.99
0375504397,Black House,Stephen King,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg,3.0,68,3.2,$49.99
0452283205,Falling Angels,Tracy Chevalier,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg,0.0,54,1.5,$69.99
0451139739,Christine,Stephen King,http://images.amazon.com/images/P/0451139739.01.LZZZZZZZ.jpg,0.0,64,2.6,$89.99
0553250531,The Valley of Horses,JEAN M. AUEL,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg,0.0,51,3.1,$49.99
0451188462,Desperation,Stephen King,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg,9.0,58,3.4,$69.99
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg,9.0,135,4.4,$89.99
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg,0.0,54,3.7,$49.99
0679448594,Primary Colors: A Novel of Politics,Anonymous,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg,0.0,68,1.0,$79.99
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg,9.0,58,1.6,$49.99
0440221315,The Gift,DANIELLE STEEL,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg,0.0,121,2.1,$79.99
0446527785,A Bend in the Road,Nicholas Sparks,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg,0.0,114,1.6,$59.99
185326041X,The Great Gatsby,F. Scott Fitzgerald,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,0.0,55,3.2,$59.99
0316096199,Lucky : A Memoir,Alice Sebold,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,0.0,109,2.4,$79.99
0440224845,Bittersweet,DANIELLE STEEL,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg,0.0,62,1.2,$79.99
0440200989,Weep No More My Lady,Mary Higgins Clark,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg,0.0,53,1.4,$49.99
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg,7.0,64,1.3,$79.99
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,0.0,78,1.4,$59.99
0446607193,Unspeakable,Sandra Brown,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg,0.0,55,1.3,$79.99
0373484003,Irish Hearts,Nora Roberts,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg,0.0,52,1.6,$49.99
0440211263,Circle of Friends,Maeve Binchy,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg,0.0,110,1.5,$49.99
0553260111,The Bourne Identity,Robert Ludlum,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,0.0,70,1.4,$79.99
0767900383,Under the Tuscan Sun,Frances Mayes,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,3.0,57,1.9,$89.99
0671034006,Heartbreaker,Julie Garwood,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg,8.0,88,2.0,$79.99
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg,8.0,64,0.8,$89.99
039914465X,Southern Cross,Patricia Daniels Cornwell,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg,9.0,97,1.5,$79.99
067102423X,Bag of Bones,Stephen King,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg,0.0,53,2.5,$79.99
0060809833,Brave New World,Aldous Huxley,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg,9.0,70,2.7,$69.99
0553268880,The Prince of Tides,Pat Conroy,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg,0.0,142,1.8,$59.99
0446521582,The Honk and Holler Opening Soon,Billie Letts,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg,0.0,68,2.2,$89.99
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg,0.0,69,1.6,$69.99
0553582755,One Door Away from Heaven,Dean R. Koontz,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg,0.0,89,1.6,$79.99
044651652X,The Bridges of Madison County,Robert James Waller,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,0.0,156,1.7,$59.99
0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg,0.0,77,2.9,$59.99
0679441557,Ladder of Years,Anne Tyler,http://images.amazon.com/images/P/0679441557.01.LZZZZZZZ.jpg,0.0,67,1.3,$69.99
1573225517,High Fidelity,Nick Hornby,http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg,0.0,55,2.5,$89.99
0060199652,Prodigal Summer,Barbara Kingsolver,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg,8.0,56,2.5,$49.99
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg,0.0,111,1.7,$49.99
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg,0.0,86,2.1,$49.99
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg,0.0,62,1.9,$79.99
0425161617,The Accidental Tourist,Anne Tyler,http://images.amazon.com/images/P/0425161617.01.LZZZZZZZ.jpg,0.0,62,0.7,$69.99
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,7.0,60,1.7,$59.99
051512608X,The Reef,Nora Roberts,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg,0.0,69,0.8,$79.99
0553574671,Prime Cut,Diane Mott Davidson,http://images.amazon.com/images/P/0553574671.01.LZZZZZZZ.jpg,0.0,51,1.4,$59.99
0375727345,House of Sand and Fog,Andre Dubus III,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,0.0,166,1.9,$59.99
0446608890,Saving Faith,David Baldacci,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg,10.0,84,1.2,$49.99
0743437640,The Mulberry Tree,Jude Deveraux,http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg,3.0,69,1.7,$49.99
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg,0.0,53,1.4,$69.99
0312924585,Silence of the Lambs,Thomas Harris,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg,9.0,111,3.0,$89.99
0385479565,The Hot Zone,Richard Preston,http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg,0.0,97,2.2,$79.99
0425162443,The Rapture of Canaan,Sheri Reynolds,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg,0.0,86,1.5,$69.99
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg,0.0,94,1.7,$89.99
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg,8.0,100,1.9,$59.99
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg,0.0,78,2.8,$79.99
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,0.0,89,1.6,$89.99
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,http://images.amazon.com/images/P/0440241162.01.LZZZZZZZ.jpg,0.0,52,2.5,$49.99
0515119784,Range of Motion,Elizabeth Berg,http://images.amazon.com/images/P/0515119784.01.LZZZZZZZ.jpg,0.0,54,1.6,$49.99
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,http://images.amazon.com/images/P/0064407675.01.LZZZZZZZ.jpg,0.0,59,3.1,$89.99
0380977788,Coraline,Neil Gaiman,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg,0.0,55,3.4,$69.99
0553571818,Long After Midnight,IRIS JOHANSEN,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg,0.0,51,0.6,$69.99
0345391055,Disclosure,Michael Crichton,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg,0.0,118,1.2,$69.99
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg,7.0,55,3.2,$49.99
0451197410,How Stella Got Her Groove Back,Terry McMillan,http://images.amazon.com/images/P/0451197410.01.LZZZZZZZ.jpg,0.0,99,1.1,$79.99
0316601950,The Pilot's Wife : A Novel,Anita Shreve,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg,0.0,167,2.2,$69.99
1573227331,About a Boy,Nick Hornby,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg,8.0,57,2.6,$79.99
080411918X,A Patchwork Planet,ANNE TYLER,http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg,0.0,57,1.3,$49.99
0553293176,Dangerous,Amanda Quick,http://images.amazon.com/images/P/0553293176.01.LZZZZZZZ.jpg,9.0,57,1.9,$79.99
0440222915,Outlander,DIANA GABALDON,http://images.amazon.com/images/P/0440222915.01.LZZZZZZZ.jpg,0.0,113,3.0,$69.99
0375502238,Blessings,ANNA QUINDLEN,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg,0.0,83,1.3,$79.99
0440202043,Shell Seekers,Rosamunde Pilcher,http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg,0.0,71,1.6,$79.99
0451183665,A Case of Need,Michael Crichton,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg,0.0,76,1.3,$59.99
0684841185,Death du Jour,Kathy Reichs,http://images.amazon.com/images/P/0684841185.01.LZZZZZZZ.jpg,0.0,55,2.3,$69.99
0316693286,Pop Goes the Weasel,James Patterson,http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg,0.0,99,1.5,$69.99
0060086246,Last Chance Saloon,Marian Keyes,http://images.amazon.com/images/P/0060086246.01.LZZZZZZZ.jpg,0.0,61,0.9,$79.99
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg,0.0,74,1.9,$59.99
0671004530,On the Street Where You Live,Mary Higgins Clark,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg,0.0,69,1.8,$89.99
0312244266,Winter Solstice,Rosamunde Pilcher,http://images.amazon.com/images/P/0312244266.01.LZZZZZZZ.jpg,0.0,67,2.0,$59.99
0452282829,We Were the Mulvaneys,Joyce Carol Oates,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg,10.0,118,1.6,$69.99
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg,0.0,106,2.7,$59.99
0142001430,Year of Wonders,Geraldine Brooks,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg,7.0,57,3.1,$89.99
0553800914,The Search,Iris Johansen,http://images.amazon.com/images/P/0553800914.01.LZZZZZZZ.jpg,0.0,64,1.4,$49.99
080410526X,All I Really Need to Know,ROBERT FULGHUM,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg,0.0,122,1.8,$59.99
0440235596,Tara Road,Maeve Binchy,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg,0.0,109,1.8,$49.99
0552998486,Chocolat,Joanne Harris,http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg,0.0,94,2.2,$89.99
0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg,9.0,123,4.5,$49.99
0449003795,P Is for Peril,Sue Grafton,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg,0.0,79,1.3,$69.99
1551668998,Beach House,Mary Alice Monroe,http://images.amazon.com/images/P/1551668998.01.LZZZZZZZ.jpg,0.0,56,0.8,$89.99
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg,0.0,58,2.1,$59.99
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg,0.0,103,4.3,$59.99
042513525X,Hideaway,Dean R. Koontz,http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg,5.0,89,1.6,$69.99
0451156609,The Tommyknockers,Stephen King,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg,0.0,95,2.4,$79.99
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg,0.0,80,3.3,$69.99
0446608955,A Walk to Remember,Nicholas Sparks,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg,0.0,134,1.8,$59.99
0449218473,Journey,James A. Michener,http://images.amazon.com/images/P/0449218473.01.LZZZZZZZ.jpg,0.0,67,0.9,$79.99
0440414806,Holes (Yearling Newbery),LOUIS SACHAR,http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg,0.0,54,2.5,$49.99
0440241073,The Summons,John Grisham,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg,0.0,168,1.7,$79.99
0446606324,The Winner,David Baldacci,http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg,9.0,79,1.1,$89.99
0446670251,The Virgin Suicides,Jeffrey Eugenides,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg,0.0,54,2.6,$49.99
0425154092,From Potter's Field,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg,0.0,93,1.8,$49.99
0671014196,The Summerhouse,Jude Deveraux,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg,0.0,83,1.5,$89.99
0871136791,Cold Mountain,Charles Frazier,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg,0.0,53,1.9,$79.99
0525945938,Scarlet Feather,Maeve Binchy,http://images.amazon.com/images/P/0525945938.01.LZZZZZZZ.jpg,8.0,90,1.6,$59.99
0385475721,The Blind Assassin,Margaret Atwood,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg,0.0,71,1.5,$69.99
0515137111,Birthright,Nora Roberts,http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg,0.0,52,2.2,$69.99
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg,0.0,83,2.2,$69.99
0679751521,Midnight in the Garden of Good and Evil,John Berendt,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg,0.0,58,2.8,$79.99
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,0.0,102,2.6,$59.99
0671001795,Two for the Dough,Janet Evanovich,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg,0.0,125,2.2,$49.99
0425161285,Turtle Moon,Alice Hoffman,http://images.amazon.com/images/P/0425161285.01.LZZZZZZZ.jpg,0.0,83,1.5,$69.99
0553274295,Where the Red Fern Grows,Wilson Rawls,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg,0.0,61,3.0,$79.99
0804108749,Saint Maybe,ANNE TYLER,http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg,0.0,72,1.5,$49.99
0425121631,Rules of Prey,John Sandford,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg,0.0,52,1.6,$49.99
0446611808,Envy,Sandra Brown,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg,9.0,67,1.4,$69.99
0425178579,Betrayal in Death,Nora Roberts,http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg,0.0,61,1.9,$69.99
0451210840,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,http://images.amazon.com/images/P/0451210840.01.LZZZZZZZ.jpg,0.0,84,3.0,$79.99
0451167317,The Dark Half,Stephen King,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg,8.0,84,2.7,$59.99
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg,0.0,102,2.1,$79.99
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg,0.0,89,2.1,$49.99
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg,0.0,80,2.1,$49.99
0451191013,The Regulators,Stephen King,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg,0.0,59,1.9,$89.99
0446605409,Plum Island,Nelson DeMille,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,10.0,56,1.7,$79.99
0345366239,The Eight,Katherine Neville,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg,0.0,51,1.7,$79.99
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg,0.0,76,2.9,$49.99
0451194861,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg,0.0,54,3.3,$89.99
0452280621,Beloved,Toni Morrison,http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg,10.0,74,2.2,$89.99
0671026011,The Empty Chair,Jeffery Deaver,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg,0.0,53,2.2,$79.99
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg,0.0,82,2.5,$69.99
0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg,0.0,60,2.2,$49.99
0425180638,The Last Precinct,Patricia Cornwell,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg,0.0,124,1.3,$79.99
0679735909,Possession : A Romance,A.S. BYATT,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg,0.0,56,1.5,$79.99
0449221490,L Is for Lawless,Sue Grafton,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg,0.0,65,2.1,$89.99
0679433023,Violin,Anne Rice,http://images.amazon.com/images/P/0679433023.01.LZZZZZZZ.jpg,0.0,64,1.7,$89.99
0060921145,Animal Dreams,Barbara Kingsolver,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg,0.0,57,1.6,$59.99
0345404114,Sleepers,Lorenzo Carcaterra,http://images.amazon.com/images/P/0345404114.01.LZZZZZZZ.jpg,0.0,56,1.0,$89.99
0345427637,The Angel of Darkness,Caleb Carr,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg,0.0,88,1.0,$79.99
0671042572,Jewel (Oprah's Book Club),Bret Lott,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg,0.0,59,1.5,$49.99
0449221512,I Is for Innocent,Sue Grafton,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg,0.0,77,2.2,$89.99
0385318073,Evening Class,Maeve Binchy,http://images.amazon.com/images/P/0385318073.01.LZZZZZZZ.jpg,0.0,83,1.3,$69.99
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg,0.0,57,2.4,$79.99
0449223612,N Is for Noose,Sue Grafton,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg,0.0,74,1.4,$59.99
0440998050,A Wrinkle in Time,Madeleine L'Engle,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg,10.0,73,4.0,$79.99
0679745203,The English Patient,Michael Ondaatje,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg,0.0,90,1.8,$79.99
0399137734,Dragon Tears,Dean R. Koontz,http://images.amazon.com/images/P/0399137734.01.LZZZZZZZ.jpg,0.0,51,1.1,$89.99
0671670689,Dawn (Cutler),V.C. Andrews,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg,0.0,55,1.7,$79.99
0446605581,Fat Tuesday,Sandra Brown,http://images.amazon.com/images/P/0446605581.01.LZZZZZZZ.jpg,0.0,70,0.8,$89.99
0553096834,Couplehood,Paul Reiser,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg,0.0,89,1.6,$79.99
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg,0.0,80,2.0,$59.99
0553292722,Still Waters,TAMI HOAG,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg,0.0,80,1.5,$49.99
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg,0.0,112,3.2,$89.99
0060008024,Angels,Marian Keyes,http://images.amazon.com/images/P/0060008024.01.LZZZZZZZ.jpg,0.0,67,1.4,$59.99
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg,6.0,59,0.8,$89.99
0671525433,Dark Angel,V.C. Andrews,http://images.amazon.com/images/P/0671525433.01.LZZZZZZZ.jpg,0.0,54,1.6,$69.99
0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,http://images.amazon.com/images/P/0345404319.01.LZZZZZZZ.jpg,0.0,53,2.5,$79.99
067940712X,One True Thing,Anna Quindlen,http://images.amazon.com/images/P/067940712X.01.LZZZZZZZ.jpg,0.0,102,2.0,$69.99
0451168615,Skeleton Crew,Stephen King,http://images.amazon.com/images/P/0451168615.01.LZZZZZZZ.jpg,0.0,79,3.5,$89.99
0553106651,Seize the Night,DEAN KOONTZ,http://images.amazon.com/images/P/0553106651.01.LZZZZZZZ.jpg,0.0,75,1.5,$49.99
0425099334,Shattered,Dean R. Koontz,http://images.amazon.com/images/P/0425099334.01.LZZZZZZZ.jpg,0.0,56,2.2,$89.99
0425192725,Q Is for Quarry,Sue Grafton,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,8.0,87,2.6,$59.99
1565115430,Girl in Hyacinth Blue,Susan Vreeland,http://images.amazon.com/images/P/1565115430.01.LZZZZZZZ.jpg,8.0,86,3.2,$89.99
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg,0.0,79,1.3,$59.99
0440221595,The Glass Lake,Maeve Binchy,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,8.0,65,2.2,$89.99
0440222656,The Horse Whisperer,Nicholas Evans,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,0.0,209,1.4,$79.99
0316899984,"River, Cross My Heart",Breena Clarke,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg,5.0,80,1.4,$59.99
044922046X,Catering to Nobody,Diane Mott Davidson,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg,0.0,57,1.7,$89.99
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg,0.0,51,2.8,$59.99
0515128600,The Edge,Catherine Coulter,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg,0.0,63,1.1,$59.99
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg,9.0,59,2.1,$89.99
0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312265840.01.LZZZZZZZ.jpg,9.0,111,3.3,$79.99
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg,0.0,69,1.3,$89.99
0670451932,Cujo,Stephen King,http://images.amazon.com/images/P/0670451932.01.LZZZZZZZ.jpg,9.0,63,3.1,$69.99
0380564998,Jacob Have I Loved,Katherine Paterson,http://images.amazon.com/images/P/0380564998.01.LZZZZZZZ.jpg,0.0,51,0.6,$59.99
0553582526,Dust to Dust,TAMI HOAG,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg,9.0,75,1.2,$79.99
0451152190,Over the Edge,Jonathan Kellerman,http://images.amazon.com/images/P/0451152190.01.LZZZZZZZ.jpg,0.0,62,2.3,$79.99
0446527017,Standoff,Sandra Brown,http://images.amazon.com/images/P/0446527017.01.LZZZZZZZ.jpg,8.0,67,1.2,$89.99
0373218036,"Truly, Madly Manhattan",Nora Roberts,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg,9.0,64,1.1,$79.99
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg,0.0,101,1.3,$59.99
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,0.0,127,2.1,$89.99
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg,9.0,87,2.0,$79.99
0451176464,Gerald's Game,Stephen King,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg,0.0,63,3.0,$89.99
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg,0.0,68,1.4,$59.99
0451186362,Rose Madder,Stephen King,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg,0.0,78,2.1,$69.99
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg,8.0,62,0.7,$49.99
